Stations_id;Bezugszeitraum;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr;
      1410;1981-2010;        46;        .7;       1.2;       4.9;       9.1;      13.8;      16.6;      18.8;      18.3;        14;       9.4;       4.7;       1.4;       9.4;
      1411;1981-2010;        51;      -2.3;      -1.7;       1.4;       5.4;      10.3;      12.9;      15.1;      14.8;      10.7;       6.6;       1.4;      -1.6;       6.1;
      1420;1981-2010;        51;       1.6;       2.4;       6.4;      10.4;      14.8;      17.9;        20;      19.5;      15.2;      10.4;       5.6;       2.5;      10.6;
      1421;1981-2010;        46;         2;       2.8;       6.7;      10.6;      15.2;      18.2;      20.2;      19.5;      15.2;      10.5;       5.9;       2.8;      10.8;
      1424;1981-2010;        42;       1.9;       2.7;       6.7;      10.6;      15.1;      18.2;      20.2;      19.6;      15.3;      10.6;       5.9;       2.8;      10.8;
      1425;1981-2010;        46;         2;       2.9;       6.9;      10.7;      15.2;      18.3;      20.4;      19.7;      15.4;      10.7;         6;       2.9;      10.9;
      1426;1981-2010;        46;         0;        .8;       4.2;       8.8;      13.9;      16.6;      18.9;      18.4;        14;       9.3;       4.2;        .9;       9.2;
      1428;1981-2010;        46;         1;       1.8;       5.4;       9.3;      13.7;      16.7;      18.9;      18.3;      14.3;       9.8;       4.9;         2;       9.7;
      1440;1981-2010;        46;         1;       1.9;       5.5;         9;      13.6;      16.6;      18.8;      18.4;      14.4;      10.2;       4.9;       2.1;       9.7;
      1441;1981-2010;        46;       -.4;         0;       3.5;       7.7;      12.7;      15.3;      17.5;      17.1;      13.1;       8.8;       3.8;        .4;       8.3;
      1443;1981-2010;        51;       1.8;       2.9;       6.8;      10.3;      14.7;      17.8;      19.9;      19.3;      15.2;      10.8;       5.6;         3;      10.7;
      1447;1981-2010;        46;       2.4;       3.5;       7.4;      10.8;      15.4;      18.5;      20.7;      20.1;      15.9;      11.6;       6.3;       3.4;      11.3;
      1451;1981-2010;        51;       1.5;       1.8;       4.4;       8.2;      12.4;      15.1;      17.5;      17.2;      13.8;       9.7;       5.3;       2.2;       9.1;
      1468;1981-2010;        51;       -.8;       -.4;       2.4;         6;      10.7;      13.7;      15.9;      15.5;      11.9;       8.1;         3;        .2;       7.2;
      1473;1981-2010;        42;       -.9;       -.1;       3.9;       8.2;      13.2;        16;        18;      17.5;      13.2;       8.6;       3.4;        .2;       8.4;
      1488;1981-2010;        46;       -.8;       -.6;       2.6;       6.4;      11.1;        14;      16.2;      15.8;        12;       7.9;       3.2;         0;       7.3;
      1490;1981-2010;        46;        .1;       1.1;         5;       9.1;        14;      17.2;      19.1;      18.4;      14.2;       9.7;       4.2;       1.3;       9.5;
      1492;1981-2010;        46;       -.4;       -.2;       2.7;         6;      10.5;      13.6;      15.8;      15.4;      11.8;       8.2;       3.3;        .5;       7.3;
      1503;1981-2010;        51;       2.1;       2.3;       4.9;       8.4;      12.8;      14.9;      17.1;      16.6;      13.5;       9.8;       5.6;       3.1;       9.3;
      1504;1981-2010;        42;        .8;       1.3;       4.9;       8.8;      13.2;        16;      18.2;      17.6;      13.6;       9.3;       4.9;       1.7;       9.2;
      1513;1981-2010;        46;      -1.2;       -.8;       2.6;       6.2;      10.7;      13.5;      15.6;      15.2;      11.6;       7.6;       2.7;       -.3;       6.9;
      1515;1981-2010;        46;       -.8;         0;         4;       8.3;      13.2;      16.1;      18.2;      17.7;      13.4;       8.8;       3.4;        .3;       8.5;
      1522;1981-2010;        46;       -.1;        .7;       4.6;       8.8;      13.8;      16.7;      18.8;      18.1;      13.8;       9.1;       4.1;        .9;       9.1;
      1526;1981-2010;        51;        .1;        .7;       4.4;       8.1;      12.7;      15.6;      17.6;      16.9;        13;       8.7;       4.3;       1.2;       8.6;
      1544;1981-2010;        51;        .7;       1.1;       4.4;       8.5;      13.4;      16.1;      18.6;      17.8;      13.9;       9.4;       4.7;       1.4;       9.2;
      1550;1981-2010;        51;      -2.6;      -1.1;       2.8;         7;      11.9;      14.7;      16.7;      15.9;      12.3;       8.1;         2;      -1.7;       7.2;
      1552;1981-2010;        46;        .3;         1;       4.1;       8.7;      13.6;      16.3;      18.9;      18.3;      14.2;       9.4;       4.5;       1.1;       9.2;
      1568;1981-2010;        46;      -3.5;      -3.1;       -.1;         4;       8.8;      11.4;      13.7;      13.5;       9.7;       5.5;        .6;      -2.5;       4.8;
      1572;1981-2010;        42;       2.8;       3.2;       6.3;       9.6;      13.8;      16.4;      18.6;        18;      14.5;      10.8;       6.5;       3.6;      10.3;
      1580;1981-2010;        51;       1.8;       2.6;       6.5;      10.3;      14.7;      17.6;      19.7;      19.2;        15;      10.4;       5.8;       2.8;      10.6;
      1583;1981-2010;        46;      -2.9;      -2.3;        .8;       5.4;      10.4;        13;      15.4;      15.1;      10.9;       6.2;       1.2;      -2.2;       5.9;
      1584;1981-2010;        42;       -.9;       -.1;       3.5;       7.3;      11.9;      15.1;      17.1;      16.6;      12.6;       8.3;         3;        .2;       7.9;
      1586;1981-2010;        46;       -.9;         0;       3.7;       7.9;      12.9;      15.7;      17.8;      17.2;      13.4;         9;       3.4;         0;       8.3;
      1587;1981-2010;        42;      -1.2;       -.3;       3.5;       7.9;      12.7;      15.6;      17.7;      17.1;        13;       8.4;         3;       -.1;       8.1;
      1590;1981-2010;        51;       2.9;       3.3;       6.4;       9.8;        14;      16.6;      18.7;        18;      14.7;      10.8;       6.5;       3.5;      10.5;
      1593;1981-2010;        46;         1;       1.7;       5.5;       9.5;        14;      16.9;        19;      18.3;      14.2;       9.7;       5.1;       1.9;       9.7;
      1602;1981-2010;        51;       1.5;       2.3;       6.1;       9.7;      14.1;        17;      19.2;      18.4;      14.8;      10.5;       5.3;       2.6;      10.1;
      1605;1981-2010;        42;        .7;       1.2;       4.6;       8.8;      13.8;      16.5;      18.9;      18.3;      14.1;       9.4;       4.7;       1.4;       9.4;
      1612;1981-2010;        51;       -.2;        .4;         4;       8.1;      12.9;      15.7;      18.1;      17.8;      13.6;       9.1;       4.1;        .7;       8.7;
      1619;1981-2010;        51;       1.8;       2.5;       6.6;      10.2;      14.8;      17.7;      19.7;      19.5;      15.1;      10.4;       5.3;       2.8;      10.5;
      1621;1981-2010;        46;       -.9;       -.3;       3.3;       7.5;      12.1;      14.9;        17;      16.5;      12.6;       8.1;       3.2;         0;       7.8;
      1638;1981-2010;        46;         1;       1.7;       5.5;       9.4;      13.9;      16.7;      18.9;      18.3;      14.1;       9.6;         5;       1.9;       9.7;
      1639;1981-2010;        51;        .7;       1.4;       5.2;         9;      13.4;      16.4;      18.5;      17.9;      13.8;       9.2;       4.7;       1.6;       9.3;
      1645;1981-2010;        51;       -.4;         0;       3.7;       7.3;      11.7;      14.6;      16.6;        16;      12.2;       8.1;       3.7;        .6;       7.8;
      1666;1981-2010;        42;       1.5;       1.5;       3.7;       7.4;      11.8;      14.7;      17.1;      16.9;      13.6;       9.7;       5.4;       2.4;       8.8;
      1667;1981-2010;        51;       1.4;       1.6;       4.2;       7.9;      12.4;        15;      17.4;      17.2;      13.7;       9.7;       5.2;       2.4;         9;
      1684;1981-2010;        51;       -.6;        .3;       3.9;       8.6;      13.5;      16.2;      18.4;        18;      13.7;       9.3;         4;        .4;       8.8;
      1689;1981-2010;        46;       -.9;       -.1;       3.7;       7.9;      12.7;      15.4;      17.4;      16.9;      12.8;       8.5;       3.3;        .1;       8.1;
      1691;1981-2010;        51;        .9;       1.4;       4.8;       8.4;      12.8;      15.5;      17.6;      17.4;      13.7;       9.5;       5.1;       1.8;       9.1;
      1694;1981-2010;        42;        .5;        .9;       3.7;       7.9;      12.6;      15.3;      17.8;      17.4;      13.5;       9.2;       4.4;       1.2;       8.7;
      1709;1981-2010;        46;      -1.1;       -.5;       2.9;       7.3;      12.2;      14.9;      17.1;      16.6;      12.5;       8.1;         3;       -.3;       7.7;
      1721;1981-2010;        42;        -1;       -.2;       3.5;       7.8;      12.8;      15.6;      17.5;      17.1;        13;       8.4;       3.2;         0;       8.1;
      1735;1981-2010;        51;      -2.2;      -1.2;       2.5;       7.4;      12.6;      15.1;      17.1;      16.6;      12.8;       8.2;       2.6;       -.9;       7.6;
      1757;1981-2010;        51;        .6;         1;       3.7;       7.5;      12.1;      15.3;      17.8;      17.5;      13.8;       9.4;       4.7;       1.4;       8.8;
      1762;1981-2010;        51;       -.3;         0;       3.7;       7.6;      12.8;      15.7;      17.7;      17.1;      13.1;       8.8;       3.8;        .9;       8.4;
      1766;1981-2010;        42;       2.3;       2.6;       5.7;       9.3;      13.6;      16.1;      18.4;      17.8;      14.2;      10.2;         6;       2.9;       9.9;
      1792;1981-2010;        46;       2.2;       2.5;       5.3;       8.9;      13.1;      15.7;      17.9;      17.4;        14;      10.1;       5.9;       2.8;       9.6;
      1803;1981-2010;        51;        .4;        .9;       3.4;       7.5;      12.1;      14.9;      17.4;        17;      13.3;         9;       4.4;       1.3;       8.5;
      1833;1981-2010;        46;      -4.2;      -3.8;        -1;       3.2;       8.6;      11.2;        13;      12.8;       9.1;       5.3;        .1;      -3.1;       4.3;
      1834;1981-2010;        46;      -3.1;      -2.8;        .4;       4.5;       9.2;      12.1;      14.1;      13.7;      10.1;         6;        .9;      -2.2;       5.2;
      1844;1981-2010;        46;       -.8;        .1;       4.1;       8.4;      13.3;      16.1;      18.2;      17.5;      13.4;         9;       3.5;        .2;       8.6;
      1849;1981-2010;        46;      -1.1;         0;       4.1;       8.5;      13.4;      16.2;      18.3;      17.8;      13.6;       8.8;       3.3;        .1;       8.6;
      1863;1981-2010;        42;        .6;       1.2;         5;       8.9;      13.5;      16.3;      18.4;      17.6;      13.7;       9.3;       4.6;       1.5;       9.2;
      1869;1981-2010;        42;       -.2;        .4;       3.6;       8.1;      12.9;      15.7;      18.3;      17.9;      13.8;       9.1;         4;        .7;       8.7;
      1875;1981-2010;        46;       -.2;        .4;       4.1;         8;      12.9;      15.8;        18;      17.4;      13.2;       8.8;       3.8;        .7;       8.6;
      1886;1981-2010;        46;       -.4;        .4;       4.5;       8.5;      13.3;      16.3;      18.3;      17.7;      13.5;         9;       3.7;        .7;       8.8;
      1890;1981-2010;        46;        .7;       1.1;       3.9;         8;      12.6;      15.5;        18;      17.6;      13.9;       9.4;       4.7;       1.5;       8.9;
      1891;1981-2010;        46;       2.1;       2.5;       5.7;       9.4;      13.8;      16.3;      18.5;      17.9;      14.1;      10.1;       5.9;       2.8;       9.9;
      1892;1981-2010;        42;       2.1;       2.4;       5.8;       9.4;      13.7;      16.3;      18.6;      17.9;      14.2;      10.1;       5.9;       2.8;       9.9;
      1920;1981-2010;        51;       2.5;       2.6;       5.8;       9.1;      13.6;      16.6;      18.7;      18.1;      14.4;      10.6;       6.2;       3.4;      10.1;
      1957;1981-2010;        51;        .9;       1.4;         5;       9.2;      13.9;      16.6;        19;      18.5;      14.3;       9.7;       4.9;       1.7;       9.6;
      1960;1981-2010;        46;        .9;       1.4;         5;       9.2;        14;      16.7;      19.1;      18.6;      14.5;       9.8;         5;       1.6;       9.6;
      1972;1981-2010;        46;       1.5;       1.9;       4.7;       8.8;      13.3;        16;      18.4;      17.8;        14;       9.7;       5.3;       2.2;       9.4;
      1973;1981-2010;        46;       1.9;       2.2;       4.9;         9;      13.3;        16;      18.4;        18;      14.3;      10.1;       5.6;       2.5;       9.7;
      1975;1981-2010;        51;       1.5;       1.8;       4.5;       8.5;      12.9;      15.5;        18;      17.6;      13.9;       9.6;       5.3;       2.1;       9.3;
      1979;1981-2010;        46;       1.4;       1.8;       4.7;       8.8;      13.4;      16.1;      18.5;      17.9;      14.1;       9.7;       5.3;       2.2;       9.5;
      1981;1981-2010;        51;       1.7;       2.1;         5;         9;      13.5;      15.9;      18.4;      17.9;      14.2;       9.9;       5.5;       2.3;       9.6;
      1986;1981-2010;        46;       1.5;       1.9;       4.7;       8.8;      13.3;        16;      18.4;      17.9;      14.1;       9.7;       5.3;       2.2;       9.5;
      1990;1981-2010;        51;       1.6;       2.2;       4.9;       8.8;      13.5;        16;      18.4;      17.9;      13.9;       9.7;       5.3;       2.5;       9.6;
      1993;1981-2010;        51;         2;       2.2;       5.4;       9.1;      13.7;      16.1;      18.3;        18;      14.3;      10.2;       5.7;       2.9;       9.8;
      2000;1981-2010;        46;       1.7;       2.5;       6.4;      10.3;      14.9;      17.8;      19.9;      19.2;        15;      10.3;       5.6;       2.5;      10.5;
      2005;1981-2010;        46;        .8;       1.2;       4.2;       8.4;        13;      15.6;      17.9;      17.3;      13.4;       9.1;       4.7;       1.5;       8.9;
      2014;1981-2010;        51;       1.6;       1.9;         5;       8.9;      13.4;        16;      18.4;      17.9;      14.1;       9.9;       5.5;       2.3;       9.6;
      2023;1981-2010;        42;        -1;         0;       4.1;       8.3;        13;        16;        18;      17.5;      13.3;       8.6;       3.2;        .1;       8.4;
      2039;1981-2010;        51;         1;       1.3;       4.4;       8.2;      12.9;      15.5;      17.8;      17.5;      13.6;       9.3;         5;       1.6;         9;
      2044;1981-2010;        42;       -.6;       -.2;       2.9;       6.8;      11.5;      14.2;      16.5;      16.3;      12.3;       8.1;       3.6;        .1;       7.6;
      2048;1981-2010;        46;       1.6;       1.9;       4.6;       8.6;      12.9;      15.5;      17.9;      17.4;      13.8;       9.6;       5.3;       2.2;       9.3;
      2053;1981-2010;        46;       -.8;       -.5;       2.5;       6.5;      11.3;        14;      16.2;      15.8;        12;       7.7;       3.3;       -.1;       7.3;
      2069;1981-2010;        46;      -3.2;      -2.4;       1.3;       5.7;      10.8;      13.4;      15.4;      14.9;      10.9;       6.8;       1.6;      -1.8;       6.1;
      2074;1981-2010;        51;        .2;         1;       4.5;       8.1;      12.7;      15.8;      17.9;      17.4;      13.4;       9.3;         4;       1.3;       8.8;
      2078;1981-2010;        46;       1.5;       1.7;       4.1;       7.9;      12.2;      14.9;      17.3;        17;      13.7;       9.7;       5.3;       2.2;         9;
      2080;1981-2010;        51;       2.2;       3.3;       7.5;      11.2;      15.5;      18.4;      20.6;      20.1;        16;      11.4;       6.2;       3.2;      11.4;
      2081;1981-2010;        46;        .4;       1.2;       4.5;         8;      12.6;      15.4;      17.8;      17.4;      13.5;       9.6;       4.3;       1.4;       8.8;
      2083;1981-2010;        46;       2.2;       3.2;         7;      10.9;      15.3;      18.2;      20.4;        20;      15.8;      11.1;       6.2;       3.1;      11.1;
      2092;1981-2010;        46;       -.3;        .2;       3.7;       7.2;      11.7;      14.5;      16.7;      16.3;      12.6;       8.5;       3.7;        .6;       7.9;
      2095;1981-2010;        46;       1.7;       2.5;       6.4;      10.4;      14.9;      17.8;      19.8;      19.1;      14.9;      10.4;       5.6;       2.6;      10.5;
      2110;1981-2010;        51;       2.6;         3;       6.4;       9.5;      13.8;      16.5;      18.6;      18.1;      14.5;      10.7;       6.4;       3.4;      10.3;
      2120;1981-2010;        51;        .9;       1.1;       4.5;       8.7;      13.7;      16.1;      18.6;      18.2;      14.3;       9.8;       4.8;       1.9;       9.4;
      2122;1981-2010;        46;       1.4;       1.6;       4.2;       7.9;      12.1;      14.9;      17.3;        17;      13.8;       9.7;       5.3;       2.2;       8.9;
      2147;1981-2010;        51;       2.3;       2.6;       5.8;       9.5;      14.1;      16.6;      18.8;      18.4;      14.5;      10.4;       5.9;       3.2;      10.2;
      2151;1981-2010;        46;        .4;        .9;       4.5;       8.5;      13.2;      15.9;      18.1;      17.6;      13.6;       9.1;       4.6;       1.2;         9;
      2159;1981-2010;        46;        .3;         1;       4.7;       8.4;        13;        16;      18.1;      17.5;      13.5;       9.2;       4.1;       1.3;       8.9;
      2160;1981-2010;        46;       -.4;        .2;       3.7;       7.8;      12.6;      15.4;      17.6;      17.1;        13;       8.5;       3.9;        .5;       8.3;
      2166;1981-2010;        46;       -.9;       -.1;       3.4;         8;      12.9;      15.6;      17.7;      17.4;      13.2;       8.8;       3.6;        .1;       8.3;
      2167;1981-2010;        51;        .6;       1.2;       4.6;       7.9;      12.2;      15.3;      17.4;      16.8;      12.9;       8.8;       4.4;       1.5;       8.7;
      2171;1981-2010;        51;        .1;        .7;       4.3;       8.1;      12.8;      15.6;      17.7;      17.2;      13.2;       8.8;       4.2;         1;       8.6;
      2173;1981-2010;        51;       3.1;       3.3;       6.5;        10;      14.3;      16.7;      18.9;      18.1;      14.5;      10.7;       6.5;       3.9;      10.5;
      2174;1981-2010;        42;        .2;        .7;         4;       8.1;      12.9;      15.4;      17.7;      17.1;      13.2;       8.9;       4.4;         1;       8.6;
      2201;1981-2010;        42;         1;       1.1;       3.3;         7;      11.5;      14.9;      17.6;      17.6;      14.1;       9.8;       5.3;       2.1;       8.8;
      2206;1981-2010;        51;       1.9;         2;       5.2;         9;      13.7;      16.1;      18.2;        18;      14.3;      10.3;       5.8;       2.7;       9.7;
      2211;1981-2010;        51;        .9;       1.5;         5;       8.6;      12.9;      15.6;      17.7;      17.2;      13.4;       9.4;       4.8;       1.8;       9.1;
      2223;1981-2010;        46;       -.4;        .2;       4.2;       8.4;        13;      15.8;      17.9;      17.4;      13.3;       8.7;       3.9;        .7;       8.6;
      2225;1981-2010;        46;      -1.3;       -.5;         3;       7.4;      12.5;      15.1;      17.3;      16.8;      12.8;       8.4;       3.1;       -.3;       7.9;
      2226;1981-2010;        46;      -2.1;      -1.5;         2;       6.3;      11.2;      13.9;      16.1;      15.8;      11.8;       7.3;         2;      -1.2;       6.8;
      2250;1981-2010;        51;      -2.2;      -1.5;       2.4;       6.7;      12.4;      15.3;      17.1;      16.6;      12.1;       7.5;       2.2;       -.8;       7.3;
      2252;1981-2010;        42;       -.6;        .2;       3.8;       8.3;      13.2;      15.9;      18.1;      17.7;      13.5;       9.1;       3.9;        .3;       8.6;
      2260;1981-2010;        51;      -1.4;        -1;       2.8;       7.1;      12.5;      15.1;      17.3;      16.7;      12.5;       8.1;       2.9;       -.1;       7.7;
      2261;1981-2010;        51;      -1.9;      -1.2;       2.6;         7;        12;      14.6;      16.8;      16.4;      12.2;       7.6;       2.5;       -.9;       7.4;
      2264;1981-2010;        46;        .2;        .6;       4.1;       7.8;      12.3;        15;      17.1;      16.5;      12.8;       8.6;       4.4;       1.1;       8.4;
      2268;1981-2010;        51;       -.1;        .5;       4.6;       8.7;      13.6;      16.4;      18.6;      18.1;      13.8;       9.2;         4;       1.1;         9;
      2289;1981-2010;        46;        .7;       1.3;       4.5;         9;        14;      16.6;        19;      18.4;      14.3;       9.6;       4.8;       1.5;       9.5;
      2290;1981-2010;        51;       -.9;       -.7;       2.3;         6;      10.8;      13.6;      15.9;      15.6;      11.9;       8.1;       2.9;         0;       7.1;
      2302;1981-2010;        46;        .1;        .6;       4.1;       8.2;      12.8;      15.7;      17.9;      17.4;      13.4;       9.1;       4.2;        .9;       8.7;
      2303;1981-2010;        51;       1.2;       1.3;       3.7;       7.5;      11.7;      14.6;      17.1;      16.6;      13.1;       9.1;       4.8;       1.8;       8.5;
      2306;1981-2010;        51;       1.5;       1.6;       4.1;       7.5;      11.7;        15;      17.5;      17.2;      13.8;       9.8;       5.5;       2.3;         9;
      2315;1981-2010;        42;        .4;       1.2;       4.7;       9.1;      14.2;        17;      19.3;      18.6;      14.3;       9.6;       4.6;       1.2;       9.5;
      2318;1981-2010;        46;        .3;        .8;       4.2;       7.7;      12.2;      15.2;      17.3;      16.8;        13;       8.9;       4.2;       1.2;       8.5;
      2319;1981-2010;        51;      -1.2;       -.5;       3.3;       7.6;      12.6;      15.3;      17.4;      16.7;      12.6;       8.3;       2.6;       -.3;       7.9;
      2323;1981-2010;        42;       1.3;       1.7;       5.1;         9;      13.4;        16;      18.2;      17.7;      13.9;       9.7;       5.3;       2.1;       9.4;
      2324;1981-2010;        51;       -.5;       -.2;       2.7;       6.5;      11.3;      13.7;      15.8;      15.5;        12;         8;       3.3;        .4;       7.3;
      2327;1981-2010;        46;        .2;        .9;       4.6;       8.4;      12.9;      15.8;      17.9;      17.3;      13.3;       8.9;       4.3;       1.2;       8.8;
      2331;1981-2010;        46;       1.3;       1.9;       5.4;         9;      13.4;      16.5;      18.5;      17.7;      13.7;       9.6;         5;       2.2;       9.5;
      2338;1981-2010;        46;       2.3;       2.6;       5.6;       9.2;      13.5;        16;      18.2;      17.8;      14.2;      10.2;         6;       2.9;       9.9;
      2344;1981-2010;        46;      -1.9;      -1.3;       2.4;       6.7;      11.7;      14.3;      16.4;      15.9;      11.9;       7.5;       2.5;       -.9;       7.1;
      2354;1981-2010;        46;        .1;         1;       4.5;         9;      14.1;      16.7;        19;      18.5;      14.2;       9.6;       4.5;         1;       9.4;
      2360;1981-2010;        46;        -1;        .1;       4.2;       8.4;      13.4;      16.3;      18.3;      17.7;      13.5;       8.8;       3.4;        .2;       8.6;
      2362;1981-2010;        42;        .7;       1.3;       4.9;       8.5;      12.8;      15.4;      17.6;      17.2;      13.4;       9.3;       4.7;       1.6;         9;
      2374;1981-2010;        46;       1.4;       1.5;       3.9;       7.6;      11.8;      14.6;      17.1;      16.9;      13.6;       9.6;       5.3;       2.2;       8.8;
      2385;1981-2010;        42;        .5;       1.1;       4.6;         8;      12.4;      15.4;      17.6;        17;        13;         9;       4.4;       1.4;       8.7;
      2388;1981-2010;        46;       1.9;       2.9;       6.7;      10.5;        15;      18.1;      20.1;      19.3;      15.2;      10.7;       5.6;         3;      10.7;
      2396;1981-2010;        46;        .4;        .6;       3.7;       7.6;      12.3;      14.7;      17.2;      16.9;      12.9;       8.5;       4.3;       1.3;       8.4;
      2406;1981-2010;        46;        .8;       1.5;       5.4;       9.4;      14.1;      17.1;      19.2;      18.5;      14.3;       9.8;       4.9;       1.8;       9.7;
      2410;1981-2010;        42;       -.7;        .3;       4.5;       8.9;      13.8;      16.7;      18.7;      18.2;      13.8;         9;       3.6;        .5;       8.9;
      2417;1981-2010;        46;      -1.3;       -.4;       3.5;       7.7;      12.7;      15.5;      17.5;      16.9;      12.9;       8.5;       2.9;       -.3;         8;
      2422;1981-2010;        46;       1.4;       1.7;       4.9;       8.4;      12.7;      15.3;      17.4;      16.9;      13.3;       9.5;       5.2;       2.1;       9.1;
      2429;1981-2010;        42;       1.3;       1.6;       4.2;         8;      12.3;      15.1;      17.4;      17.1;      13.6;       9.5;       5.2;         2;       8.9;
      2437;1981-2010;        42;       1.3;       1.5;       3.9;       7.6;      11.9;      14.8;      17.2;      16.9;      13.5;       9.4;       5.1;         2;       8.8;
      2444;1981-2010;        51;       1.3;       1.9;       5.4;       9.4;      14.2;        17;      19.2;      18.5;      14.4;        10;       5.3;       2.1;       9.9;
      2451;1981-2010;        46;        .6;       1.3;       4.8;       9.4;      14.5;      17.2;      19.6;      18.9;      14.5;       9.7;       4.7;       1.3;       9.7;
      2464;1981-2010;        46;       1.6;         2;       4.7;       8.7;        13;      15.6;        18;      17.4;      13.8;       9.5;       5.3;       2.3;       9.3;
      2474;1981-2010;        42;       2.8;       3.1;       6.4;       9.6;      13.7;      16.1;      18.3;      17.9;      14.5;      10.7;       6.5;       3.6;      10.3;
      2475;1981-2010;        46;        .4;       1.1;       4.6;         9;      14.1;      16.8;      19.2;      18.6;      14.2;       9.5;       4.5;       1.2;       9.5;
      2477;1981-2010;        51;      -1.5;       -.9;       2.4;       5.9;      10.6;      13.7;      15.7;        15;      11.4;       7.3;       2.1;       -.4;       6.8;
      2480;1981-2010;        51;       1.6;       2.2;       6.1;        10;      14.6;      17.7;      19.8;      19.2;      14.7;      10.2;       5.5;       2.5;      10.4;
      2483;1981-2010;        51;      -2.1;        -2;        .7;       4.5;       9.1;      11.5;      13.8;      13.6;      10.1;       6.1;       1.6;      -1.2;       5.5;
      2485;1981-2010;        42;       -.2;        .4;       4.2;         8;      12.8;      15.8;        18;      17.3;      13.2;       8.8;       3.8;        .7;       8.6;
      2486;1981-2010;        42;       1.2;       1.9;       5.5;       9.1;      13.7;      16.7;      18.8;      18.2;        14;       9.7;         5;       2.1;       9.7;
      2488;1981-2010;        46;      -1.2;       -.2;       3.9;       8.1;      12.8;      15.8;      17.7;      17.4;      13.1;       8.5;         3;       -.1;       8.2;
      2494;1981-2010;        42;       2.8;       3.2;       6.3;       9.6;      13.8;      16.4;      18.6;        18;      14.6;      10.6;       6.5;       3.4;      10.3;
      2497;1981-2010;        51;        .5;        .7;       3.7;       6.9;      11.2;        14;      16.2;      15.8;      12.4;       8.7;       4.3;       1.3;         8;
      2502;1981-2010;        46;       -.5;       -.1;       3.3;       7.1;      11.6;      14.4;      16.5;      16.2;      12.4;       8.4;       3.6;        .4;       7.8;
      2503;1981-2010;        46;      -1.2;       -.7;       2.9;         7;      11.6;      14.4;      16.5;      16.1;      12.2;       7.8;         3;       -.3;       7.4;
      2506;1981-2010;        46;       -.1;        .7;       4.2;       8.7;      13.6;      16.2;      18.6;      18.1;      13.9;       9.3;       4.3;        .8;         9;
      2521;1981-2010;        46;       -.9;        .1;       4.4;       8.7;      13.7;      16.7;      18.5;      17.9;      13.5;       8.7;       3.4;        .3;       8.8;
      2522;1981-2010;        51;       2.1;       2.9;       6.9;      10.5;      15.2;      18.3;      20.6;      20.1;      15.6;      10.9;       5.6;         3;        11;
      2532;1981-2010;        51;        .5;       1.2;       4.8;       8.8;      13.2;      15.9;      18.1;      17.7;      13.7;       9.3;       4.7;       1.4;       9.1;
      2533;1981-2010;        46;        .6;       1.2;       4.8;       8.8;      13.3;      15.9;      18.2;      17.7;      13.7;       9.3;       4.9;       1.5;       9.2;
      2542;1981-2010;        51;      -1.4;       -.8;       2.9;       6.6;      11.6;      14.7;      16.8;      16.2;      12.3;       8.2;       2.5;       -.4;       7.5;
      2543;1981-2010;        51;       -.5;        .1;       4.2;       8.1;      13.1;      16.1;      18.1;      17.5;      13.3;       8.9;       3.2;        .5;       8.6;
      2546;1981-2010;        46;       2.1;       3.2;       7.1;      10.9;      15.4;      18.5;      20.6;        20;      15.8;      11.2;         6;       3.2;      11.2;
      2559;1981-2010;        51;      -1.4;       -.6;       3.4;       7.1;      12.1;      15.1;      17.2;      16.5;      12.6;       8.5;       2.9;       -.2;       7.8;
      2564;1981-2010;        42;       1.5;       1.5;         4;       7.6;      11.9;      14.8;      17.3;        17;      13.6;       9.7;       5.2;       2.2;       8.9;
      2565;1981-2010;        46;       1.5;       1.6;         4;       7.7;        12;      14.9;      17.3;        17;      13.6;       9.6;       5.3;       2.2;       8.9;
      2575;1981-2010;        42;       -.2;        .5;       4.3;       8.3;      13.1;        16;      18.2;      17.5;      13.4;       8.9;       3.9;        .8;       8.7;
      2578;1981-2010;        51;         1;       1.3;       4.1;         8;      12.5;      15.4;      18.1;      17.7;      14.2;       9.8;       5.1;       1.8;       9.1;
      2597;1981-2010;        51;         0;        .8;       4.7;       8.8;      13.3;      16.2;      18.3;      17.7;      13.5;       8.9;       4.1;        .9;         9;
      2600;1981-2010;        51;        .8;       1.5;       5.3;       9.7;      14.5;      17.5;      19.6;      19.1;      14.3;       9.7;       4.7;       1.8;       9.9;
      2601;1981-2010;        51;      -1.9;      -1.6;       1.5;       5.4;       9.9;      12.6;      14.9;      14.7;      10.9;       6.6;       1.9;        -1;       6.1;
      2609;1981-2010;        46;       1.1;       1.4;       4.1;       7.9;      12.3;      15.1;      17.5;      17.2;      13.6;       9.3;       4.9;       1.8;       8.8;
      2618;1981-2010;        51;      -2.8;      -2.2;       1.1;       5.4;        10;      12.8;      15.1;      14.8;      10.8;       6.4;       1.6;      -1.8;       5.9;
      2621;1981-2010;        46;        .6;       1.4;       4.8;       9.5;      14.4;      17.1;      19.3;      18.6;      14.4;       9.6;       4.7;       1.4;       9.6;
      2627;1981-2010;        42;        .1;        .8;       4.3;       8.8;      13.8;      16.5;      18.8;      18.2;        14;       9.4;       4.4;         1;       9.2;
